ward_name,month_num,predicted_burglaries,actual_burglaries
Clapham East Ward,6,7.4467587,14.0
Clapham East Ward,7,7.518607,1.0
Clapham East Ward,8,7.5061417,5.0
Clapham East Ward,9,7.5061417,4.0
Clapham East Ward,10,7.3418417,12.0
Clapham East Ward,11,7.225735,1.0
Clapham East Ward,12,7.198601,6.0
Clapham Park Ward,1,7.4456663,8.0
Clapham Park Ward,2,7.0505867,4.0
Clapham Park Ward,3,7.0670934,6.0
Clapham Park Ward,4,7.219396,8.0
Clapham Park Ward,5,7.219396,6.0
Clapham Park Ward,6,7.219396,5.0
Clapham Park Ward,7,7.2737722,3.0
Clapham Park Ward,8,7.384945,6.0
Clapham Park Ward,9,7.384945,2.0
Clapham Park Ward,10,7.603975,3.0
Clapham Park Ward,11,7.511859,4.0
Clapham Park Ward,12,7.4847245,6.0
Clapham Town Ward,1,12.447564,17.0
Clapham Town Ward,2,11.7143545,12.0
Clapham Town Ward,3,11.730861,9.0
Clapham Town Ward,4,11.952361,14.0
Clapham Town Ward,5,11.952361,11.0
Clapham Town Ward,6,11.952361,19.0
Clapham Town Ward,7,12.024208,12.0
Clapham Town Ward,8,12.098685,8.0
Clapham Town Ward,9,12.098685,15.0
Clapham Town Ward,10,12.1089115,15.0
Clapham Town Ward,11,12.02714,14.0
Clapham Town Ward,12,12.027681,11.0
Clayhall Ward,1,6.7587914,5.0
Clayhall Ward,2,6.187645,3.0
Clayhall Ward,3,6.1373506,6.0
Clayhall Ward,4,4.8839154,3.0
Clayhall Ward,5,4.8839154,5.0
Clayhall Ward,6,4.8839154,5.0
Clayhall Ward,7,4.923556,5.0
Clayhall Ward,8,5.0420275,2.0
Clayhall Ward,9,5.072899,8.0
Clayhall Ward,10,6.0619287,3.0
Clayhall Ward,11,6.178464,7.0
Clayhall Ward,12,6.1790056,7.0
Clementswood Ward,1,5.8663826,5.0
Clementswood Ward,2,5.268275,6.0
Clementswood Ward,3,5.268275,4.0
Clementswood Ward,5,4.444471,3.0
Clementswood Ward,6,4.444471,2.0
Clementswood Ward,7,4.4650717,1.0
Clementswood Ward,8,4.5835433,3.0
Clementswood Ward,10,5.329395,5.0
Clementswood Ward,11,5.464817,3.0
Clementswood Ward,12,5.4376826,2.0
Clerkenwell Ward,1,13.090697,12.0
Clerkenwell Ward,2,12.344133,11.0
Clerkenwell Ward,3,12.36064,7.0
Clerkenwell Ward,4,11.876107,14.0
Clerkenwell Ward,5,11.876107,9.0
Clerkenwell Ward,6,11.876107,11.0
Clerkenwell Ward,7,11.947954,7.0
Clerkenwell Ward,8,12.022431,11.0
Clerkenwell Ward,9,12.022431,16.0
Clerkenwell Ward,10,12.123387,11.0
Clerkenwell Ward,11,12.0416155,11.0
Clerkenwell Ward,12,12.014481,11.0
Clissold Ward,1,8.74196,7.0
Clissold Ward,2,8.24111,5.0
Clissold Ward,3,8.24111,5.0
Clissold Ward,4,7.896183,12.0
Clissold Ward,5,7.896183,6.0
Clissold Ward,6,7.896183,5.0
Clissold Ward,7,7.9514475,5.0
Clissold Ward,8,8.02592,7.0
Clissold Ward,9,8.02592,2.0
Clissold Ward,10,8.337055,8.0
Clissold Ward,11,8.337911,5.0
Clissold Ward,12,8.338452,4.0
Clock House Ward,1,7.972183,12.0
Clock House Ward,2,7.369441,4.0
Clock House Ward,3,7.369441,5.0
Clock House Ward,4,6.4672866,4.0
Clock House Ward,5,6.4672866,2.0
Clock House Ward,6,6.4672866,6.0
Clock House Ward,7,6.506927,2.0
Clock House Ward,8,6.6253986,2.0
Clock House Ward,9,6.65627,4.0
Clock House Ward,10,7.38062,3.0
Clock House Ward,11,7.4678864,5.0
Clock House Ward,12,7.468428,4.0
Cockfosters Ward,1,7.656061,5.0
Cockfosters Ward,2,6.47599,5.0
Cockfosters Ward,3,6.425696,4.0
Cockfosters Ward,4,4.9470153,3.0
Cockfosters Ward,5,4.9470153,2.0
Cockfosters Ward,6,4.9470153,6.0
Cockfosters Ward,7,4.9866557,5.0
Cockfosters Ward,8,5.1051273,5.0
Cockfosters Ward,9,5.1359987,6.0
Cockfosters Ward,10,6.25572,4.0
Cockfosters Ward,11,6.427457,13.0
Cockfosters Ward,12,6.4279985,11.0
Coleman Street Ward,2,1.9622841,1.0
Coleman Street Ward,3,1.9787908,3.0
Coleman Street Ward,4,1.5765495,4.0
Coleman Street Ward,5,1.5765495,1.0
Coleman Street Ward,6,1.5765495,2.0
Coleman Street Ward,8,1.7459664,3.0
Coleman Street Ward,9,1.7768385,1.0
Coleman Street Ward,10,1.4778817,1.0
Coleman Street Ward,11,1.4240727,2.0
Coleman Street Ward,12,1.4246145,5.0
Colham & Cowley Ward,1,8.725174,6.0
Colham & Cowley Ward,2,8.068133,8.0
Colham & Cowley Ward,3,8.068133,4.0
Colham & Cowley Ward,4,6.6411796,5.0
Colham & Cowley Ward,5,6.6943192,5.0
Colham & Cowley Ward,6,6.6943192,7.0
Colham & Cowley Ward,7,6.71492,2.0
Colham & Cowley Ward,8,6.8333917,5.0
Colham & Cowley Ward,9,6.864263,4.0
Colham & Cowley Ward,10,7.707716,7.0
Colham & Cowley Ward,11,8.030214,7.0
Colham & Cowley Ward,12,8.00308,2.0
Colindale North Ward,1,5.3376837,3.0
Colindale North Ward,2,4.9997463,3.0
Colindale North Ward,3,4.9997463,2.0
Colindale North Ward,4,3.6314209,7.0
Colindale North Ward,5,3.6314209,5.0
Colindale North Ward,6,3.6314209,8.0
Colindale North Ward,7,3.6520212,4.0
Colindale North Ward,8,3.7704933,2.0
Colindale North Ward,9,3.801365,7.0
Colindale North Ward,10,4.6797986,4.0
Colindale North Ward,11,4.720926,9.0
Colindale North Ward,12,4.6937914,1.0
Colindale South Ward,1,6.0825357,9.0
Colindale South Ward,2,5.7418795,6.0
Colindale South Ward,3,5.758386,8.0
Colindale South Ward,4,5.2245865,6.0
Colindale South Ward,5,5.2245865,8.0
Colindale South Ward,6,5.2245865,2.0
Colindale South Ward,7,5.2633376,7.0
Colindale South Ward,8,5.381809,7.0
Colindale South Ward,9,5.4126806,16.0
Colindale South Ward,10,5.838082,16.0
Colindale South Ward,11,5.8183722,12.0
Colindale South Ward,12,5.791238,11.0
College Park & Old Oak Ward,1,8.0102215,12.0
College Park & Old Oak Ward,2,7.5179253,7.0
College Park & Old Oak Ward,3,7.534432,7.0
College Park & Old Oak Ward,4,7.2264833,6.0
College Park & Old Oak Ward,5,7.2264833,10.0
College Park & Old Oak Ward,6,7.2264833,8.0
College Park & Old Oak Ward,7,7.29647,9.0
College Park & Old Oak Ward,8,7.4076424,6.0
College Park & Old Oak Ward,9,7.4076424,7.0
College Park & Old Oak Ward,10,7.684357,5.0
College Park & Old Oak Ward,11,7.6651464,1.0
College Park & Old Oak Ward,12,7.638012,4.0
Colliers Wood Ward,1,8.179403,1.0
Colliers Wood Ward,2,7.7623506,2.0
Colliers Wood Ward,3,7.778857,4.0
Colliers Wood Ward,4,7.4336514,2.0
Colliers Wood Ward,5,7.4336514,8.0
Colliers Wood Ward,6,7.4336514,9.0
Colliers Wood Ward,7,7.5403204,5.0
Colliers Wood Ward,8,7.658792,7.0
Colliers Wood Ward,9,7.6896634,5.0
Colliers Wood Ward,10,7.749775,3.0
Colliers Wood Ward,11,7.7340293,1.0
Colliers Wood Ward,12,7.734571,3.0
Colville Ward,1,10.555458,13.0
Colville Ward,2,9.675328,12.0
Colville Ward,3,9.691834,9.0
Colville Ward,4,9.605834,13.0
Colville Ward,5,9.605834,10.0
Colville Ward,6,9.605834,6.0
Colville Ward,7,9.662056,15.0
Colville Ward,8,9.693585,11.0
Colville Ward,9,9.724457,8.0
Colville Ward,10,9.941787,10.0
Colville Ward,11,9.929444,6.0
Colville Ward,12,9.929986,15.0
Coningham Ward,1,7.2022657,6.0
Coningham Ward,2,6.995033,3.0
Coningham Ward,3,7.0115395,4.0
Coningham Ward,4,7.229589,8.0
Coningham Ward,5,7.229589,6.0
Coningham Ward,6,7.229589,6.0
Coningham Ward,7,7.2961597,4.0
Coningham Ward,8,7.370635,10.0
Coningham Ward,9,7.370635,9.0
Coningham Ward,10,7.382792,8.0
Coningham Ward,11,7.244613,10.0
Coningham Ward,12,7.2174788,13.0
Coombe Hill Ward,1,4.75815,3.0
Coombe Hill Ward,2,4.2585063,2.0
Coombe Hill Ward,3,4.2082124,4.0
Coombe Hill Ward,4,2.9688485,3.0
Coombe Hill Ward,5,2.9688485,3.0
Coombe Hill Ward,6,2.9688485,2.0
Coombe Hill Ward,7,3.0084882,5.0
Coombe Hill Ward,8,3.1269603,3.0
Coombe Hill Ward,9,3.1578317,7.0
Coombe Hill Ward,10,3.7990253,3.0
Coombe Hill Ward,11,3.9644852,4.0
Coombe Hill Ward,12,3.965027,4.0
Coombe Vale Ward,1,4.622841,3.0
Coombe Vale Ward,2,4.290829,3.0
Coombe Vale Ward,3,4.2405343,4.0
Coombe Vale Ward,4,2.9645143,2.0
Coombe Vale Ward,5,2.9645143,1.0
Coombe Vale Ward,6,2.9645143,1.0
Coombe Vale Ward,7,3.004154,6.0
Coombe Vale Ward,8,3.1226256,1.0
Coombe Vale Ward,10,4.045104,2.0
Coombe Vale Ward,11,4.30557,6.0
Coombe Vale Ward,12,4.306112,3.0
Cordwainer Ward,1,2.005054,1.0
Cordwainer Ward,3,1.6939455,2.0
Cordwainer Ward,4,1.3063043,2.0
Cordwainer Ward,6,1.3063043,2.0
Cordwainer Ward,7,1.3625274,4.0
Cordwainer Ward,8,1.4809988,2.0
Cordwainer Ward,9,1.51187,1.0
Cordwainer Ward,11,1.3243725,1.0
Cordwainer Ward,12,1.3249143,2.0
Cornhill Ward,1,1.9649789,2.0
Cornhill Ward,4,1.2662289,1.0
Cornhill Ward,5,1.2662289,1.0
Cornhill Ward,6,1.2662289,1.0
Cornhill Ward,8,1.4409233,1.0
Cornhill Ward,9,1.4717946,1.0
Cornhill Ward,10,1.3588905,1.0
Coulsdon Town Ward,1,5.182674,2.0
Coulsdon Town Ward,3,4.6614027,3.0
Coulsdon Town Ward,4,3.515479,1.0
Coulsdon Town Ward,5,3.515479,3.0
Coulsdon Town Ward,6,3.515479,2.0
Coulsdon Town Ward,7,3.5551188,4.0
Coulsdon Town Ward,8,3.6735902,1.0
Coulsdon Town Ward,9,3.7044616,5.0
Coulsdon Town Ward,10,4.276095,2.0
Coulsdon Town Ward,11,4.423575,5.0
Coulsdon Town Ward,12,4.3964405,4.0
Courtfield Ward,1,10.060184,10.0
Courtfield Ward,2,8.990926,8.0
Courtfield Ward,3,9.007432,7.0
Courtfield Ward,4,8.529588,12.0
Courtfield Ward,5,8.529588,14.0
Courtfield Ward,6,8.529588,11.0
Courtfield Ward,7,8.58581,11.0
Courtfield Ward,8,8.704281,9.0
Courtfield Ward,9,8.735152,10.0
Courtfield Ward,10,8.723636,11.0
Courtfield Ward,11,8.631008,11.0
Courtfield Ward,12,8.63155,13.0
Cranbrook Ward,1,6.78456,8.0
Cranbrook Ward,2,6.264704,1.0
Cranbrook Ward,3,6.264704,3.0
Cranbrook Ward,4,5.481613,2.0
Cranbrook Ward,5,5.481613,1.0
Cranbrook Ward,6,5.481613,1.0
Cranbrook Ward,7,5.5212536,7.0
Cranbrook Ward,8,5.639725,5.0
Cranbrook Ward,9,5.6705966,4.0
Cranbrook Ward,10,6.324334,3.0
Cranbrook Ward,11,6.341015,1.0
Cranbrook Ward,12,6.3415565,6.0
Cranford Ward,1,5.872262,8.0
Cranford Ward,2,5.166938,7.0
Cranford Ward,3,5.166938,5.0
Cranford Ward,4,4.3316073,10.0
Cranford Ward,5,4.3316073,4.0
Cranford Ward,7,4.352208,2.0
Cranford Ward,8,4.4706798,3.0
Cranford Ward,9,4.501551,5.0
Cranford Ward,10,5.0737324,9.0
Cranford Ward,11,5.218502,6.0
Cranford Ward,12,5.1913676,2.0
Cranham Ward,1,4.4465423,4.0
Cranham Ward,2,3.9659245,2.0
Cranham Ward,3,3.9156296,7.0
Cranham Ward,4,2.718027,1.0
Cranham Ward,6,2.718027,1.0
Cranham Ward,7,2.7454722,2.0
Cranham Ward,9,2.8948152,6.0
Cranham Ward,10,3.5600874,1.0
Cranham Ward,11,3.6891274,4.0
Cranham Ward,12,3.661993,1.0
Crayford Ward,1,5.574059,11.0
Crayford Ward,2,4.8953514,1.0
Crayford Ward,3,4.8953514,4.0
Crayford Ward,4,4.0541477,7.0
Crayford Ward,5,4.0541477,2.0
Crayford Ward,6,4.0541477,4.0
Crayford Ward,7,4.0747485,4.0
Crayford Ward,8,4.177047,3.0
Crayford Ward,9,4.207918,5.0
Crayford Ward,10,4.8109846,3.0
Crayford Ward,11,5.104763,5.0
Crayford Ward,12,5.0776286,2.0
Cricket Green Ward,1,6.7316575,5.0
Cricket Green Ward,2,6.0221443,5.0
Cricket Green Ward,3,6.038651,6.0
Cricket Green Ward,4,5.2358913,5.0
Cricket Green Ward,5,5.2358913,3.0
Cricket Green Ward,6,5.2358913,3.0
Cricket Green Ward,7,5.283408,1.0
Cricket Green Ward,8,5.40188,15.0
Cricket Green Ward,9,5.432751,7.0
Cricket Green Ward,10,6.0849285,7.0
Cricket Green Ward,11,6.196255,15.0
Cricket Green Ward,12,6.169121,6.0
Cricklewood & Mapesbury Ward,1,9.735492,7.0
Cricklewood & Mapesbury Ward,2,9.052869,12.0
Cricklewood & Mapesbury Ward,3,9.052869,9.0
Cricklewood & Mapesbury Ward,4,8.241169,7.0
Cricklewood & Mapesbury Ward,5,8.241169,11.0
Cricklewood & Mapesbury Ward,6,8.241169,12.0
Cricklewood & Mapesbury Ward,7,8.268616,13.0
Cricklewood & Mapesbury Ward,8,8.387089,5.0
Cricklewood & Mapesbury Ward,9,8.417959,10.0
Cricklewood & Mapesbury Ward,10,8.966762,11.0
Cricklewood & Mapesbury Ward,11,9.113226,7.0
Cricklewood & Mapesbury Ward,12,9.086091,12.0
Cricklewood Ward,1,9.107963,16.0
Cricklewood Ward,2,8.391126,7.0
Cricklewood Ward,3,8.407632,18.0
Cricklewood Ward,4,7.9805984,8.0
Cricklewood Ward,5,7.9805984,10.0
Cricklewood Ward,6,7.9805984,12.0
Cricklewood Ward,7,8.031992,8.0
Cricklewood Ward,8,8.063521,8.0
Cricklewood Ward,9,8.094391,3.0
Cricklewood Ward,10,8.57545,14.0
Cricklewood Ward,11,8.65377,8.0
Cricklewood Ward,12,8.626636,10.0
Cripplegate Ward,1,2.3665552,3.0
Cripplegate Ward,2,2.2714293,1.0
Cripplegate Ward,5,1.5867606,2.0
Cripplegate Ward,6,1.5867606,2.0
Cripplegate Ward,8,1.7448719,1.0
Cripplegate Ward,10,1.7071881,1.0
Cripplegate Ward,11,1.7034339,1.0
Cripplegate Ward,12,1.7039757,1.0
Crofton Park Ward,1,8.019128,2.0
Crofton Park Ward,2,7.532213,7.0
Crofton Park Ward,3,7.54872,3.0
Crofton Park Ward,4,7.1069727,10.0
Crofton Park Ward,5,7.1069727,6.0
Crofton Park Ward,6,7.1069727,5.0
Crofton Park Ward,7,7.1579185,2.0
Crofton Park Ward,8,7.27639,10.0
Crofton Park Ward,9,7.3072615,4.0
Crofton Park Ward,10,7.6097293,5.0
Crofton Park Ward,11,7.653237,1.0
Crofton Park Ward,12,7.6261024,2.0
Crook Log Ward,1,5.65755,8.0
Crook Log Ward,2,5.048462,7.0
Crook Log Ward,3,4.998168,6.0
Crook Log Ward,4,3.6737003,4.0
Crook Log Ward,5,3.6737003,5.0
Crook Log Ward,6,3.6737003,2.0
Crook Log Ward,7,3.7011454,2.0
Crook Log Ward,8,3.8196175,2.0
Crook Log Ward,9,3.8504891,2.0
Crook Log Ward,10,4.8169184,7.0
Crook Log Ward,11,5.0177045,9.0
Crook Log Ward,12,4.99057,8.0
Crouch End Ward,1,10.378799,7.0
Crouch End Ward,2,9.937852,8.0
Crouch End Ward,3,9.954358,9.0
Crouch End Ward,4,9.415101,9.0
Crouch End Ward,5,9.468241,11.0
Crouch End Ward,6,9.468241,8.0
Crouch End Ward,7,9.519186,14.0
Crouch End Ward,8,9.637658,8.0
Crouch End Ward,9,9.6685295,9.0
Crouch End Ward,10,10.138998,12.0
Crouch End Ward,11,10.0803995,11.0
Crouch End Ward,12,10.080941,14.0
Crystal Palace & Anerley Ward,1,9.080851,5.0
Crystal Palace & Anerley Ward,2,8.309395,9.0
Crystal Palace & Anerley Ward,3,8.309395,3.0
Crystal Palace & Anerley Ward,4,7.154524,2.0
Crystal Palace & Anerley Ward,5,7.154524,12.0
Crystal Palace & Anerley Ward,6,7.154524,5.0
Crystal Palace & Anerley Ward,7,7.1819696,5.0
Crystal Palace & Anerley Ward,8,7.3004413,2.0
Crystal Palace & Anerley Ward,9,7.3313127,4.0
Crystal Palace & Anerley Ward,10,8.039628,6.0
Crystal Palace & Anerley Ward,11,8.228507,4.0
Crystal Palace & Anerley Ward,12,8.201372,9.0
Crystal Palace & Upper Norwood Ward,1,9.759296,8.0
Crystal Palace & Upper Norwood Ward,2,9.001289,5.0
Crystal Palace & Upper Norwood Ward,3,9.001289,5.0
Crystal Palace & Upper Norwood Ward,4,8.184215,3.0
Crystal Palace & Upper Norwood Ward,5,8.184215,5.0
Crystal Palace & Upper Norwood Ward,6,8.184215,5.0
Crystal Palace & Upper Norwood Ward,9,8.376613,4.0
Crystal Palace & Upper Norwood Ward,10,8.926145,8.0
Crystal Palace & Upper Norwood Ward,11,9.086273,9.0
Crystal Palace & Upper Norwood Ward,12,9.059138,11.0
Custom House Ward,1,9.496625,14.0
Custom House Ward,2,8.53188,4.0
Custom House Ward,3,8.35015,6.0
Custom House Ward,4,7.2119656,6.0
Custom House Ward,5,7.2119656,2.0
Custom House Ward,6,7.2119656,7.0
Custom House Ward,7,7.2676644,10.0
Custom House Ward,8,7.2918944,6.0
Custom House Ward,9,7.2918944,5.0
Custom House Ward,10,7.9249225,4.0
Custom House Ward,11,8.074824,6.0
Custom House Ward,12,8.04769,3.0
Dalgarno Ward,1,4.5042267,3.0
Dalgarno Ward,2,3.7846155,2.0
Dalgarno Ward,3,3.8963215,3.0
Dalgarno Ward,4,3.680809,6.0
Dalgarno Ward,5,3.680809,4.0
Dalgarno Ward,7,3.7127154,1.0
Dalgarno Ward,8,3.8238895,6.0
Dalgarno Ward,9,3.8238895,6.0
Dalgarno Ward,10,4.205209,4.0
Dalgarno Ward,11,4.255078,8.0
Dalgarno Ward,12,4.2279434,4.0
Dalston Ward,1,9.84176,7.0
Dalston Ward,2,9.92172,9.0
Dalston Ward,3,9.938226,8.0
Dalston Ward,4,10.159505,11.0
Dalston Ward,5,10.159505,4.0
Dalston Ward,6,10.159505,3.0
Dalston Ward,7,10.226074,3.0
Dalston Ward,8,10.21361,6.0
Dalston Ward,9,10.21361,7.0
Dalston Ward,10,10.206184,14.0
Dalston Ward,11,10.092288,9.0
Dalston Ward,12,10.065153,11.0
Darwin Ward,1,4.410472,1.0
Darwin Ward,2,3.8005624,3.0
Darwin Ward,3,3.750269,1.0
Darwin Ward,4,2.3879545,7.0
Darwin Ward,5,2.3879545,3.0
Darwin Ward,6,2.3879545,4.0
Darwin Ward,8,2.5338714,3.0
Darwin Ward,10,3.5778515,1.0
Darwin Ward,11,3.851815,1.0
Darwin Ward,12,3.8246806,3.0
De Beauvoir Ward,1,7.7479057,5.0
De Beauvoir Ward,2,7.41308,9.0
De Beauvoir Ward,3,7.429587,3.0
De Beauvoir Ward,4,7.487005,4.0
De Beauvoir Ward,5,7.487005,11.0
De Beauvoir Ward,6,7.487005,7.0
De Beauvoir Ward,7,7.5588536,2.0
De Beauvoir Ward,8,7.5903826,5.0
De Beauvoir Ward,9,7.621254,5.0
De Beauvoir Ward,10,7.5521197,11.0
De Beauvoir Ward,11,7.4981303,4.0
De Beauvoir Ward,12,7.470996,4.0
Deptford Ward,1,11.315363,23.0
Deptford Ward,2,10.431555,17.0
Deptford Ward,3,10.448061,6.0
Deptford Ward,4,10.372757,9.0
Deptford Ward,5,10.372757,9.0
Deptford Ward,6,10.372757,27.0
Deptford Ward,7,10.42415,21.0
Deptford Ward,8,10.44838,19.0
Deptford Ward,9,10.44838,10.0
Deptford Ward,10,10.5871525,6.0
Deptford Ward,11,10.579465,7.0
Deptford Ward,12,10.55233,9.0
Dollis Hill Ward,1,12.88874,14.0
Dollis Hill Ward,2,12.025272,19.0
Dollis Hill Ward,3,12.025272,8.0
Dollis Hill Ward,4,11.179257,15.0
Dollis Hill Ward,5,11.179257,14.0
Dollis Hill Ward,6,11.179257,14.0
Dollis Hill Ward,7,11.215468,17.0
Dollis Hill Ward,8,11.3339405,9.0
Dollis Hill Ward,9,11.364812,9.0
Dollis Hill Ward,10,12.013254,3.0
Dollis Hill Ward,11,12.043557,12.0
Dollis Hill Ward,12,12.016422,15.0
Dormers Wells Ward,1,6.303886,7.0
Dormers Wells Ward,2,5.340482,3.0
Dormers Wells Ward,3,5.340482,4.0
Dormers Wells Ward,4,4.4529657,6.0
Dormers Wells Ward,5,4.4529657,4.0
Dormers Wells Ward,6,4.4529657,4.0
Dormers Wells Ward,7,4.4735665,5.0
Dormers Wells Ward,8,4.568566,6.0
Dormers Wells Ward,9,4.599437,5.0
Dormers Wells Ward,10,5.21124,8.0
Dormers Wells Ward,11,5.362204,5.0
Dormers Wells Ward,12,5.3350697,4.0
Dowgate Ward,2,2.355586,2.0
Dowgate Ward,3,2.3720927,2.0
Dowgate Ward,4,1.9847499,1.0
Dowgate Ward,9,2.1850388,1.0
Dowgate Ward,11,2.0058587,1.0
Downham Ward,1,9.129709,8.0
Downham Ward,2,8.262056,3.0
Downham Ward,3,8.278563,7.0
Downham Ward,4,7.742289,4.0
Downham Ward,5,7.742289,5.0
Downham Ward,6,7.742289,9.0
Downham Ward,7,7.789806,7.0
Downham Ward,8,7.884805,6.0
Downham Ward,9,7.884805,5.0
Downham Ward,10,8.308231,8.0
Downham Ward,11,8.300301,8.0
Downham Ward,12,8.273166,9.0
Dulwich Hill Ward,1,5.6134973,2.0
Dulwich Hill Ward,2,5.3873568,1.0
Dulwich Hill Ward,3,5.4038634,2.0
Dulwich Hill Ward,4,5.1328993,3.0
Dulwich Hill Ward,5,5.1328993,1.0
Dulwich Hill Ward,6,5.1328993,5.0
Dulwich Hill Ward,7,5.183845,3.0
Dulwich Hill Ward,8,5.3023167,1.0
Dulwich Hill Ward,9,5.333188,4.0
Dulwich Hill Ward,10,5.2515545,4.0
Dulwich Hill Ward,11,5.2415867,1.0
Dulwich Village Ward,1,7.2190604,8.0
Dulwich Village Ward,2,6.887374,5.0
Dulwich Village Ward,3,6.9038806,8.0
Dulwich Village Ward,4,6.440485,1.0
Dulwich Village Ward,5,6.3886604,2.0
Dulwich Village Ward,6,6.3886604,4.0
Dulwich Village Ward,7,6.439606,6.0
Dulwich Village Ward,8,6.558078,4.0
Dulwich Village Ward,9,6.588949,6.0
Dulwich Village Ward,10,6.8936667,6.0
Dulwich Village Ward,11,6.842398,3.0
Dulwich Village Ward,12,6.84294,2.0
Dulwich Wood Ward,1,8.1605015,8.0
Dulwich Wood Ward,2,7.6001906,7.0
Dulwich Wood Ward,3,7.6001906,10.0
Dulwich Wood Ward,4,6.788494,2.0
Dulwich Wood Ward,5,6.788494,5.0
Dulwich Wood Ward,6,6.788494,9.0
Dulwich Wood Ward,7,6.8281345,4.0
Dulwich Wood Ward,8,6.946606,5.0
Dulwich Wood Ward,9,6.9774776,7.0
Dulwich Wood Ward,10,7.4704905,6.0
Dulwich Wood Ward,11,7.616953,11.0
Dulwich Wood Ward,12,7.6174946,10.0
Ealing Broadway Ward,1,8.119606,20.0
Ealing Broadway Ward,2,7.753829,7.0
Ealing Broadway Ward,3,7.7703357,8.0
Ealing Broadway Ward,4,6.997677,6.0
Ealing Broadway Ward,5,6.997677,6.0
Ealing Broadway Ward,6,6.997677,6.0
Ealing Broadway Ward,7,7.0373173,9.0
Ealing Broadway Ward,8,7.155789,4.0
Ealing Broadway Ward,9,7.1866603,5.0
Ealing Broadway Ward,10,7.7562976,17.0
Ealing Broadway Ward,11,7.8113065,16.0
Ealing Broadway Ward,12,7.811848,12.0
Ealing Common Ward,1,8.586202,9.0
Ealing Common Ward,2,8.191054,10.0
Ealing Common Ward,3,8.207561,5.0
Ealing Common Ward,4,7.692196,9.0
Ealing Common Ward,5,7.692196,2.0
Ealing Common Ward,6,7.692196,4.0
Ealing Common Ward,7,7.7431417,7.0
Ealing Common Ward,8,7.8616133,2.0
Ealing Common Ward,9,7.8924847,6.0
Ealing Common Ward,10,8.229933,8.0
Ealing Common Ward,11,8.291335,10.0
Ealing Common Ward,12,8.291877,5.0
Earl's Court Ward,1,7.0329986,7.0
Earl's Court Ward,2,6.726357,9.0
Earl's Court Ward,3,6.7428637,7.0
Earl's Court Ward,4,6.443983,2.0
Earl's Court Ward,5,6.387938,8.0
Earl's Court Ward,6,6.387938,20.0
Earl's Court Ward,7,6.4441614,7.0
Earl's Court Ward,8,6.562633,6.0
Earl's Court Ward,9,6.5935044,12.0
Earl's Court Ward,10,6.627957,11.0
Earl's Court Ward,11,6.668575,7.0
Earl's Court Ward,12,6.6691165,15.0
East Acton Ward,1,9.914388,17.0
East Acton Ward,2,9.21149,13.0
East Acton Ward,3,9.227996,3.0
East Acton Ward,4,8.669984,3.0
East Acton Ward,5,8.669984,11.0
East Acton Ward,6,8.669984,3.0
East Acton Ward,7,8.7087345,2.0
East Acton Ward,8,8.827207,4.0
East Acton Ward,9,8.858078,8.0
East Acton Ward,10,9.259225,5.0
East Acton Ward,11,9.3923025,10.0
East Acton Ward,12,9.365168,7.0
East Barnet Ward,1,8.940592,5.0
East Barnet Ward,2,7.7217307,9.0
East Barnet Ward,3,7.6714363,7.0
East Barnet Ward,4,6.090416,6.0
East Barnet Ward,5,6.090416,7.0
East Barnet Ward,6,6.090416,2.0
East Barnet Ward,7,6.1300564,2.0
East Barnet Ward,8,6.248528,2.0
East Barnet Ward,9,6.2793994,6.0
East Barnet Ward,10,7.61082,12.0
East Barnet Ward,11,7.797941,3.0
East Barnet Ward,12,7.770807,5.0
East Finchley Ward,1,7.397837,7.0
East Finchley Ward,2,6.6356874,6.0
East Finchley Ward,3,6.6356874,15.0
East Finchley Ward,4,5.6891603,10.0
East Finchley Ward,5,5.6891603,4.0
East Finchley Ward,6,5.6891603,5.0
East Finchley Ward,7,5.728801,6.0
East Finchley Ward,8,5.8472724,6.0
East Finchley Ward,9,5.878144,5.0
East Finchley Ward,10,6.715945,5.0
East Finchley Ward,11,6.8211064,5.0
East Finchley Ward,12,6.793972,11.0
East Greenwich Ward,1,8.829964,15.0
East Greenwich Ward,2,8.710504,17.0
East Greenwich Ward,3,8.72701,14.0
East Greenwich Ward,4,8.855909,10.0
East Greenwich Ward,5,8.855909,3.0
East Greenwich Ward,6,8.855909,3.0
East Greenwich Ward,7,8.910285,5.0
East Greenwich Ward,8,8.8978195,5.0
East Greenwich Ward,9,8.8978195,5.0
East Greenwich Ward,10,8.607767,3.0
East Greenwich Ward,11,8.481728,8.0
East Greenwich Ward,12,8.454593,7.0
East Ham South Ward,1,7.1355796,6.0
East Ham South Ward,2,6.371036,5.0
East Ham South Ward,3,6.3875427,3.0
East Ham South Ward,4,5.8690042,8.0
East Ham South Ward,5,5.8690042,3.0
East Ham South Ward,6,5.8690042,6.0
East Ham South Ward,7,5.9009104,3.0
East Ham South Ward,8,5.9959097,8.0
East Ham South Ward,9,5.9959097,3.0
East Ham South Ward,10,6.376963,8.0
East Ham South Ward,11,6.440508,6.0
East Ham South Ward,12,6.4133735,7.0
East Ham Ward,1,8.209741,12.0
East Ham Ward,2,7.9481544,12.0
East Ham Ward,3,7.964661,6.0
East Ham Ward,4,7.6607,8.0
East Ham Ward,5,7.6607,18.0
East Ham Ward,6,7.6607,17.0
