ward_name,forecast,tier,officers_per_shift,month_num
Harold Wood Ward,4.295905,Low,3,9
Island Gardens Ward,4.2719016,Low,3,9
Fulwell & Hampton Hill Ward,4.268639,Low,3,9
Kenton East Ward,4.261361,Low,3,9
Northwick Park Ward,4.2599344,Low,3,9
Winchmore Hill Ward,4.25929,Low,3,9
White City Ward,4.2345567,Low,3,9
Fairlop Ward,4.2242036,Low,3,9
Slade Green & Northend Ward,4.222944,Low,3,9
Teddington Ward,4.214496,Low,3,9
Markhouse Ward,4.2109814,Low,3,9
Hounslow South Ward,4.1998024,Low,3,9
Parsons Green & Sandford Ward,4.1978307,Low,3,9
Raynes Park Ward,4.1972365,Low,3,9
Gascoigne Ward,4.189632,Low,3,9
New Addington South Ward,4.187161,Low,3,9
Shooters Hill Ward,4.1774,Low,3,9
Sutton South Ward,4.1761785,Low,3,9
Mottingham Ward,4.151148,Low,3,9
Centenary Ward,4.1487412,Low,3,9
Stamford Hill West Ward,4.1470633,Low,3,9
Boleyn Ward,4.1467776,Low,3,9
Seven Kings Ward,4.1397443,Low,3,9
Graveney Ward,4.130886,Low,3,9
Underhill Ward,4.123417,Low,3,9
"Ham, Petersham & Richmond Riverside Ward",4.114154,Low,3,9
St. Helier Ward,4.105781,Low,3,9
Pimlico South Ward,4.096383,Low,3,9
Marlborough Ward,4.0941586,Low,3,9
Grange Park Ward,4.0905895,Low,3,9
Streatham Wells Ward,4.0812664,Low,3,9
Wormholt Ward,4.0810347,Low,3,9
West Thamesmead Ward,4.0776544,Low,3,9
Hylands & Harrow Lodge Ward,4.056516,Low,3,9
Forest Gate North Ward,4.0512776,Low,3,9
Shirley North Ward,4.0512357,Low,3,9
Hale End & Highams Park South Ward,4.044269,Low,3,9
Wallington South Ward,4.043308,Low,3,9
Whitton Ward,4.0176325,Low,3,9
Shortlands & Park Langley Ward,4.015023,Low,3,9
Cathall Ward,3.9929688,Low,3,9
Carshalton Central Ward,3.9726617,Low,3,9
Hayes & Coney Hall Ward,3.9682264,Low,3,9
Green Street West Ward,3.9610584,Low,3,9
Merton Park Ward,3.9524434,Low,3,9
Wimbledon Town & Dundonald Ward,3.9458156,Low,3,9
Longthornton Ward,3.9456353,Very Low,1,9
South Twickenham Ward,3.9294672,Very Low,1,9
Pollards Hill Ward,3.9292529,Very Low,1,9
Dalgarno Ward,3.9101722,Very Low,1,9
St. Helier West Ward,3.9051976,Very Low,1,9
Kidbrooke Park Ward,3.8944771,Very Low,1,9
Wallington North Ward,3.8711061,Very Low,1,9
Hampton North Ward,3.8560576,Very Low,1,9
Hanworth Park Ward,3.8311143,Very Low,1,9
Thamesmead Moorings Ward,3.8293436,Very Low,1,9
West Wickham Ward,3.7760806,Very Low,1,9
Norbiton Ward,3.769657,Very Low,1,9
Coulsdon Town Ward,3.768707,Very Low,1,9
Coombe Hill Ward,3.7555196,Very Low,1,9
Wealdstone North Ward,3.749502,Very Low,1,9
Marshalls & Rise Park Ward,3.7466853,Very Low,1,9
Shirley South Ward,3.7451909,Very Low,1,9
Bexleyheath Ward,3.7313278,Very Low,1,9
Thamesmead East Ward,3.724573,Very Low,1,9
Heath Ward,3.710953,Very Low,1,9
Monkhams Ward,3.7000692,Very Low,1,9
Wembley Central Ward,3.659829,Very Low,1,9
Wandle Ward (E05013826),3.6570046,Very Low,1,9
Harrow on the Hill Ward,3.632512,Very Low,1,9
Heathfield Ward,3.61642,Very Low,1,9
Upminster Ward,3.6117477,Very Low,1,9
Charville Ward,3.6095715,Very Low,1,9
Endlebury Ward,3.5973442,Very Low,1,9
Cheam Ward,3.5964525,Very Low,1,9
Ravensbury Ward,3.5568552,Very Low,1,9
Sanderstead Ward,3.554163,Very Low,1,9
Canons Ward,3.5351522,Very Low,1,9
East Wickham Ward,3.528995,Very Low,1,9
Wanstead Park Ward,3.515927,Very Low,1,9
Cannon Hill Ward,3.492935,Very Low,1,9
Purley Oaks & Riddlesdown Ward,3.443297,Very Low,1,9
Sudbury Ward,3.4401674,Very Low,1,9
Sutton North Ward,3.406871,Very Low,1,9
St. Alban's Ward,3.4002542,Very Low,1,9
Kidbrooke Village & Sutcliffe Ward,3.3546937,Very Low,1,9
Eltham Page Ward,3.3468688,Very Low,1,9
Hillingdon West Ward,3.320302,Very Low,1,9
St. Mark's & Seething Wells Ward,3.3132353,Very Low,1,9
Tolworth Ward,3.2970908,Very Low,1,9
Clementswood Ward,3.2871268,Very Low,1,9
Wembley Park Ward,3.2698305,Very Low,1,9
The Wrythe Ward,3.2680998,Very Low,1,9
Coombe Vale Ward,3.2637022,Very Low,1,9
Surbiton Hill Ward,3.2559335,Very Low,1,9
Hatch End Ward,3.252,Very Low,1,9
Middle Park & Horn Park Ward,3.2503781,Very Low,1,9
Eltham Park & Progress Ward,3.2501206,Very Low,1,9
Chelsfield Ward,3.155691,Very Low,1,9
Nine Elms Ward,3.1478188,Very Low,1,9
Plashet Ward,3.106128,Very Low,1,9
Lavender Fields Ward,3.094532,Very Low,1,9
West Barnes Ward,3.0935755,Very Low,1,9
Farnborough & Crofton Ward,3.086737,Very Low,1,9
South Beddington & Roundshaw Ward,3.072234,Very Low,1,9
Oakwood Ward,3.0619435,Very Low,1,9
Beam Park Ward,3.0522609,Very Low,1,9
Ruislip Manor Ward,3.052015,Very Low,1,9
Falconwood & Welling Ward,3.0432038,Very Low,1,9
Crook Log Ward,3.0331795,Very Low,1,9
Kingston Gate Ward,2.9956138,Very Low,1,9
Carshalton South & Clockhouse Ward,2.9894235,Very Low,1,9
Green Lane & St. James Ward,2.9501047,Very Low,1,9
Northumberland Heath Ward,2.9496868,Very Low,1,9
Thames View Ward,2.947356,Very Low,1,9
Roxbourne Ward,2.94111,Very Low,1,9
Blackfen & Lamorbey Ward,2.9403167,Very Low,1,9
Stonecot Ward,2.929342,Very Low,1,9
Hillside Ward,2.8568807,Very Low,1,9
Farringdon Without Ward,2.8218455,Very Low,1,9
Wealdstone South Ward,2.7932281,Very Low,1,9
Selsdon & Addington Village Ward,2.7633235,Very Low,1,9
Kenton West Ward,2.7552342,Very Low,1,9
Lower Morden Ward,2.730572,Very Low,1,9
Kenley Ward,2.7173994,Very Low,1,9
Canbury Gardens Ward,2.706994,Very Low,1,9
North Cheam Ward,2.7034965,Very Low,1,9
Eastbrook & Rush Green Ward,2.6959078,Very Low,1,9
St. Helier East Ward,2.6943066,Very Low,1,9
Belmont Ward (E05013755),2.6827374,Very Low,1,9
Park Hill & Whitgift Ward,2.6759667,Very Low,1,9
St. Mary's & St. James Ward,2.670281,Very Low,1,9
Belmont Ward (E05013542),2.6692336,Very Low,1,9
Rayners Lane Ward,2.6124415,Very Low,1,9
Blendon & Penhill Ward,2.5808504,Very Low,1,9
North Harrow Ward,2.5337865,Very Low,1,9
Tokyngton Ward,2.516595,Very Low,1,9
New Addington North Ward,2.481472,Very Low,1,9
Cranham Ward,2.4281497,Very Low,1,9
Old Coulsdon Ward,2.4026775,Very Low,1,9
Hackbridge Ward,2.3791063,Very Low,1,9
West Harrow Ward,2.327554,Very Low,1,9
West Heath Ward,2.2799382,Very Low,1,9
Sutton West & East Cheam Ward,2.2595315,Very Low,1,9
Castle Baynard Ward,2.2107015,Very Low,1,9
Farringdon Within Ward,2.2035902,Very Low,1,9
Southall West Ward,2.1880763,Very Low,1,9
Tower Ward,2.1197965,Very Low,1,9
Selsdon Vale & Forestdale Ward,2.1179929,Very Low,1,9
Hook & Chessington North Ward,2.0959163,Very Low,1,9
Harefield Village Ward,2.062552,Very Low,1,9
Tudor Ward,2.03358,Very Low,1,9
Bishopsgate Ward,2.021896,Very Low,1,9
Old Malden Ward,1.9284817,Very Low,1,9
King George's & Sunray Ward,1.9182687,Very Low,1,9
Darwin Ward,1.8819172,Very Low,1,9
Worcester Park North Ward,1.8133368,Very Low,1,9
Worcester Park South Ward,1.7887143,Very Low,1,9
Berrylands Ward,1.7764208,Very Low,1,9
Emerson Park Ward,1.7128499,Very Low,1,9
Alexandra Ward,1.6919575,Very Low,1,9
Longlands Ward,1.6845226,Very Low,1,9
Aldgate Ward,1.6377568,Very Low,1,9
Barnehurst Ward,1.6372644,Very Low,1,9
Biggin Hill Ward,1.6223263,Very Low,1,9
Motspur Park & Old Malden East Ward,1.5620842,Very Low,1,9
Chessington South & Malden Rushett Ward,1.5089093,Very Low,1,9
Hacton Ward,1.4106117,Very Low,1,9
Bridge Ward (E05009294),0.8787726,Very Low,1,9
Vintry Ward,0.85625607,Very Low,1,9
Coleman Street Ward,0.85511035,Very Low,1,9
Cordwainer Ward,0.8467328,Very Low,1,9
Dowgate Ward,0.78771764,Very Low,1,9
Cripplegate Ward,0.75721616,Very Low,1,9
Portsoken Ward,0.744179,Very Low,1,9
Queenhithe Ward,0.6791866,Very Low,1,9
Cheap Ward,0.65557116,Very Low,1,9
Langbourn Ward,0.60893714,Very Low,1,9
Candlewick Ward,0.60893714,Very Low,1,9
Walbrook Ward,0.60893714,Very Low,1,9
Lime Street Ward,0.60893714,Very Low,1,9
Broad Street Ward,0.60893714,Very Low,1,9
Cornhill Ward,0.60893714,Very Low,1,9
Bread Street Ward,0.60893714,Very Low,1,9
Billingsgate Ward,0.5016897,Very Low,1,9
Aldersgate Ward,0.4462028,Very Low,1,9
Bassishaw Ward,0.1726731,Very Low,1,9
West End Ward,47.15274,Very High,18,10
St. James's Ward,26.521755,Very High,18,10
Bloomsbury Ward,23.863062,Very High,18,10
Marylebone Ward,21.991148,Very High,17,10
Holborn & Covent Garden Ward,19.559753,Very High,17,10
Hoxton East & Shoreditch Ward,19.370733,Very High,17,10
Childs Hill Ward,18.283144,Very High,17,10
Fairfield Ward,17.809895,Very High,17,10
Bethnal Green West Ward,17.671003,Very High,17,10
Hendon Ward,16.225548,Very High,17,10
Hyde Park Ward,15.982491,Very High,17,10
Rushey Green Ward,15.697564,Very High,17,10
Lancaster Gate Ward,15.548844,Very High,17,10
Spitalfields & Banglatown Ward,15.456339,Very High,17,10
Bayswater Ward,15.443093,Very High,17,10
London Bridge & West Bermondsey Ward,15.315983,Very High,17,10
Deptford Ward,15.234918,Very High,17,10
Borough & Bankside Ward,15.063362,Very High,17,10
Bow East Ward,14.979261,Very High,17,10
Whitechapel Ward,14.24529,Very High,17,10
London Fields Ward,13.666946,Very High,17,10
Bethnal Green East Ward,13.368212,Very High,17,10
Weavers Ward,13.128987,Very High,17,10
Brixton Acre Lane Ward,12.979962,Very High,17,10
Stonebridge Ward,12.952348,Very High,17,10
Lea Bridge Ward (E05009380),12.888057,Very High,17,10
Northumberland Park Ward,12.856275,Very High,17,10
Finchley Church End Ward,12.849288,Very High,17,10
Clapham Town Ward,12.840773,Very High,17,10
Dollis Hill Ward,12.781176,Very High,17,10
Queens Park Ward,12.687471,Very High,17,10
Brockley Ward,12.610305,Very High,17,10
Kilburn Ward (E05013503),12.58494,Very High,17,10
Mile End Ward,12.573415,Very High,17,10
Edmonton Green Ward,12.434125,Very High,17,10
Lansbury Ward,12.395364,Very High,17,10
Bunhill Ward,12.318542,Very High,17,10
North Acton Ward,12.1334505,Very High,17,10
Clerkenwell Ward,12.124707,Very High,17,10
Balham Ward,11.932885,Very High,17,10
Harlesden & Kensal Green Ward,11.90781,Very High,17,10
Rye Lane Ward,11.858613,Very High,17,10
Streatham St. Leonard's Ward,11.857364,Very High,17,10
Finsbury Park Ward,11.83771,Very High,17,10
North Walworth Ward,11.804051,Very High,17,10
Junction Ward,11.762229,Very High,17,10
Herne Hill & Loughborough Junction Ward,11.664873,Very High,17,10
Wandsworth Town Ward,11.438233,Very High,17,10
Brimsdown Ward,11.357986,Very High,17,10
Edgware Ward (E05013637),11.268834,Very High,17,10
South Bermondsey Ward,11.210779,Very High,17,10
Upper Edmonton Ward,11.195709,Very High,17,10
Dalston Ward,11.132363,Very High,17,10
Burnt Oak Ward,11.05767,Very High,17,10
Hackney Wick Ward,11.050477,Very High,17,10
Hoxton West Ward,11.004828,Very High,17,10
West Thornton Ward,10.871548,Very High,17,10
Broad Green Ward,10.849854,Very High,17,10
Bruce Castle Ward,10.729025,Very High,17,10
Hackney Downs Ward,10.680479,Very High,17,10
Harringay Ward,10.65876,Very High,17,10
West Finchley Ward,10.567672,Very High,17,10
Crouch End Ward,10.55343,Very High,17,10
Homerton Ward,10.552095,Very High,17,10
North Bermondsey Ward,10.548439,Very High,17,10
Penge & Cator Ward,10.5220585,Very High,17,10
Sydenham Ward,10.51513,Very High,17,10
Camberwell Green Ward,10.458019,Very High,17,10
Noel Park Ward,10.429255,Very High,17,10
Mill Hill Ward,10.413392,Very High,17,10
Greenwich Peninsula Ward,10.40404,Very High,17,10
Uxbridge Ward,10.370854,Very High,17,10
Brompton & Hans Town Ward,10.361599,Very High,17,10
Stratford Ward,10.359953,Very High,17,10
Haggerston Ward,10.355915,Very High,17,10
Waterloo & South Bank Ward,10.318146,Very High,17,10
St. Mary Cray Ward,10.307452,Very High,17,10
Tollington Ward,10.288546,Very High,17,10
Knightsbridge & Belgravia Ward,10.283229,Very High,17,10
Hackney Central Ward,10.249944,Very High,17,10
St. Giles Ward,10.18066,Very High,17,10
Chaucer Ward,10.138974,Very High,17,10
Mildmay Ward,10.136429,Very High,17,10
Hither Green Ward,10.127722,Very High,17,10
Heathrow Villages Ward,10.061794,Very High,17,10
Enfield Lock Ward,10.042159,Very High,17,10
Willesden Green Ward,9.988575,Very High,17,10
Thamesfield Ward,9.971531,Very High,17,10
Victoria Ward,9.918023,Very High,17,10
Waddon Ward,9.914273,Very High,17,10
Friern Barnet Ward,9.905806,Very High,17,10
Stoke Newington Ward,9.8962965,Very High,17,10
Highgate Ward (E05013592),9.8521385,Very High,17,10
Stratford Olympic Park Ward,9.79154,Very High,17,10
Hanger Hill Ward,9.779586,Very High,17,10
St. Paul's Cray Ward,9.733418,Very High,17,10
Tooting Broadway Ward,9.677735,Very High,17,10
Ladywell Ward,9.661461,Very High,17,10
Old Kent Road Ward,9.628551,Very High,17,10
East Acton Ward,9.594879,Very High,17,10
Colville Ward,9.57761,Very High,17,10
South Acton Ward,9.524936,Very High,17,10
West Green Ward,9.408693,Very High,17,10
Cricklewood & Mapesbury Ward,9.391045,Very High,17,10
Nunhead & Queen's Road Ward,9.375643,Very High,17,10
Highbury Ward,9.37119,Very High,17,10
Brixton Windrush Ward,9.346505,Very High,17,10
Forest Hill Ward,9.336269,Very High,17,10
Haselbury Ward,9.246122,Very High,17,10
West Hendon Ward,9.182807,Very High,17,10
Purley & Woodcote Ward,9.175405,Very High,17,10
Courtfield Ward,9.13524,Very High,17,10
Stockwell West & Larkhall Ward,9.128644,Very High,17,10
Bow West Ward,9.124506,Very High,17,10
Kilburn Ward (E05013665),9.116806,Very High,17,10
East Greenwich Ward,9.115028,Very High,17,10
Barnet Vale Ward,9.096285,Very High,17,10
Jubilee Ward,9.076023,Very High,17,10
Faraday Ward,9.067038,Very High,17,10
St. Katharine's & Wapping Ward,9.062437,Very High,17,10
Camden Town Ward,9.036919,Very High,17,10
Hillrise Ward,9.032556,Very High,17,10
Brixton Rush Common Ward,9.030611,Very High,17,10
Perry Vale Ward,9.02111,Very High,17,10
South Norwood Ward,8.976161,Very High,17,10
Battersea Park Ward,8.968447,Very High,17,10
Ealing Common Ward,8.95263,Very High,17,10
Clissold Ward,8.95084,Very High,17,10
Tottenham Central Ward,8.930879,Very High,17,10
Surrey Docks Ward,8.928889,Very High,17,10
Forest Gate South Ward,8.9221525,Very High,17,10
Garden Suburb Ward,8.8897915,Very High,17,10
Welsh Harp Ward,8.831722,Very High,17,10
Chiswick Gunnersbury Ward,8.825042,Very High,17,10
Springfield Ward,8.8221655,Very High,17,10
Regent's Park Ward (E05013668),8.811754,Very High,17,10
Heaton Ward,8.808753,Very High,17,10
South Croydon Ward,8.781713,Very High,17,10
Brondesbury Park Ward,8.76512,Very High,17,10
West Putney Ward,8.752923,Very High,17,10
Hoe Street Ward,8.745289,Very High,17,10
Cricklewood Ward,8.714672,High,9,10
St. Mary's & St. James' Ward,8.704287,High,9,10
Golders Green Ward,8.697587,High,9,10
Blackheath Westcombe Ward,8.643836,High,9,10
Canonbury Ward,8.63153,High,9,10
Plumstead & Glyndon Ward,8.629344,High,9,10
Colham & Cowley Ward,8.549891,High,9,10
Goose Green Ward,8.534464,High,9,10
West Hampstead Ward,8.516552,High,9,10
Rotherhithe Ward,8.493103,High,9,10
Gooshays Ward,8.488776,High,9,10
Canary Wharf Ward,8.486526,High,9,10
Roehampton Ward,8.46846,High,9,10
Roundwood Ward,8.42117,High,9,10
Whitewebbs Ward,8.414986,High,9,10
South Richmond Ward,8.401225,High,9,10
Kennington Ward,8.379679,High,9,10
Brixton North Ward,8.360521,High,9,10
White Hart Lane Ward,8.358965,High,9,10
East Barnet Ward,8.342525,High,9,10
St. Peter's & Canalside Ward,8.327995,High,9,10
Evelyn Ward,8.302482,High,9,10
Belsize Ward,8.302164,High,9,10
Catford South Ward,8.285559,High,9,10
Streatham Hill West & Thornton Ward,8.27784,High,9,10
Chiswick Homefields Ward,8.2637615,High,9,10
St. Mary's Ward,8.25868,High,9,10
Knight's Hill Ward,8.2582445,High,9,10
Crystal Palace & Upper Norwood Ward,8.25222,High,9,10
Woodhouse Ward,8.242046,High,9,10
Lea Bridge Ward (E05013895),8.23636,High,9,10
Wood End Ward,8.225505,High,9,10
Regent's Park Ward (E05013805),8.204091,High,9,10
Queensbury Ward,8.193474,High,9,10
Lavender Ward,8.140766,High,9,10
Blackheath Ward,8.136668,High,9,10
Oval Ward,8.128992,High,9,10
Ponders End Ward,8.091846,High,9,10
Thornton Heath Ward,8.07294,High,9,10
De Beauvoir Ward,8.047482,High,9,10
Central Greenford Ward,7.994263,High,9,10
Abbey Road Ward,7.9841723,High,9,10
South Tottenham Ward,7.968854,High,9,10
Laycock Ward,7.9577317,High,9,10
Greenwich Park Ward,7.9465847,High,9,10
Maida Vale Ward,7.9335704,High,9,10
College Park & Old Oak Ward,7.931418,High,9,10
Hayes Town Ward,7.926935,High,9,10
Beckenham Town & Copers Cope Ward,7.9244466,High,9,10
Downham Ward,7.923316,High,9,10
Golborne Ward,7.9218884,High,9,10
Valley Ward,7.9203854,High,9,10
Crystal Palace & Anerley Ward,7.8973913,High,9,10
Arsenal Ward,7.875586,High,9,10
East Putney Ward,7.8425694,High,9,10
Primrose Hill Ward,7.8420467,High,9,10
Tottenham Hale Ward,7.8391614,High,9,10
Custom House Ward,7.8368297,High,9,10
King's Cross Ward,7.8353195,High,9,10
Plaistow West & Canning Town East Ward,7.831495,High,9,10
Fortune Green Ward,7.8093686,High,9,10
Osterley & Spring Grove Ward,7.7921863,High,9,10
Lower Edmonton Ward,7.789552,High,9,10
Whalebone Ward,7.7575765,High,9,10
Kenton Ward,7.751371,High,9,10
Bromley Town Ward,7.7513227,High,9,10
Hornsey Ward,7.719948,High,9,10
Westbourne Ward,7.719284,High,9,10
Stroud Green Ward,7.695696,High,9,10
Mortlake & Barnes Common Ward,7.6887536,High,9,10
East Ham Ward,7.6760635,High,9,10
Brunswick Park Ward,7.675138,High,9,10
Selhurst Ward,7.638312,High,9,10
Blackwall & Cubitt Town Ward,7.632504,High,9,10
Northolt Mandeville Ward,7.618614,High,9,10
Pinkwell Ward,7.584015,High,9,10
South Hampstead Ward,7.5744977,High,9,10
Tufnell Park Ward,7.5676637,High,9,10
Goodmayes Ward,7.540221,High,9,10
Ilford Town Ward,7.5323143,High,9,10
Little Venice Ward,7.5188985,High,9,10
Crofton Park Ward,7.5017977,High,9,10
Wandsworth Common Ward,7.4960947,High,9,10
Southgate Ward,7.495301,High,9,10
Redcliffe Ward,7.4932227,High,9,10
Greenhill Ward,7.48896,High,9,10
Ealing Broadway Ward,7.486456,High,9,10
Totteridge & Woodside Ward,7.472807,High,9,10
Kentish Town South Ward,7.459881,High,9,10
Earl's Court Ward,7.446518,High,9,10
Telegraph Hill Ward,7.445781,High,9,10
Palmers Green Ward,7.420248,High,9,10
Town Ward,7.3952785,High,9,10
Southfield Ward,7.3815947,High,9,10
Holloway Ward,7.3811793,High,9,10
Bush Hill Park Ward,7.368798,High,9,10
Valentines Ward,7.345183,High,9,10
Furzedown Ward,7.3281417,High,9,10
Harrow Road Ward,7.3184986,High,9,10
Shacklewell Ward,7.2957745,High,9,10
Kew Ward,7.2855673,High,9,10
Clapham Common & Abbeville Ward,7.2810097,High,9,10
East Finchley Ward,7.2749205,High,9,10
Shaftesbury & Queenstown Ward,7.273819,High,9,10
Belmore Ward,7.2719617,High,9,10
Royal Hospital Ward,7.270502,High,9,10
Belvedere Ward,7.270339,High,9,10
Addiscombe West Ward,7.2685604,High,9,10
Bullsmoor Ward,7.262064,High,9,10
Clock House Ward,7.259745,High,9,10
Hanworth Village Ward,7.2447715,High,9,10
Chislehurst Ward,7.242687,High,9,10
Forest Ward,7.241154,High,9,10
Caledonian Ward,7.233314,High,9,10
Bromley South Ward,7.225543,High,9,10
Village Ward (E05013825),7.213047,High,9,10
Wanstead Village Ward,7.181361,High,9,10
Chadwell Ward,7.18093,High,9,10
Lewisham Central Ward,7.1725726,High,9,10
Southbury Ward,7.1666703,High,9,10
Pimlico North Ward,7.1608443,High,9,10
Hounslow Central Ward,7.160704,High,9,10
Leyton Ward,7.150727,High,9,10
St. Pancras & Somers Town Ward,7.150219,High,9,10
Dulwich Wood Ward,7.140029,High,9,10
Gospel Oak Ward,7.1362257,High,9,10
Aldborough Ward,7.126551,High,9,10
Greenford Broadway Ward,7.1190658,High,9,10
Whetstone Ward,7.112395,High,9,10
Norwood Green Ward,7.078757,High,9,10
Abingdon Ward,7.07255,High,9,10
Beckton Ward,7.0554914,High,9,10
Tooting Bec Ward,7.0525885,High,9,10
Haverstock Ward,7.04167,High,9,10
Woodside Ward (E05013605),7.0355167,High,9,10
Dulwich Village Ward,7.0314198,High,9,10
Carterhatch Ward,7.029352,High,9,10
Streatham Common & Vale Ward,7.0184326,High,9,10
Barkingside Ward,7.008449,High,9,10
Walpole Ward,7.0068655,High,9,10
Clapham Park Ward,6.995278,High,9,10
Eastbury Ward,6.9797983,Medium,6,10
Leytonstone Ward,6.9729056,Medium,6,10
Fortis Green Ward,6.969037,Medium,6,10
Stanley Ward,6.945538,Medium,6,10
Perivale Ward,6.9422917,Medium,6,10
St. Dunstan's Ward,6.939046,Medium,6,10
Colindale South Ward,6.9323306,Medium,6,10
Northolt West End Ward,6.9296618,Medium,6,10
Abbey Wood Ward,6.928045,Medium,6,10
Fullwell Ward,6.927674,Medium,6,10
West Dulwich Ward,6.9237423,Medium,6,10
Eltham Town & Avery Hill Ward,6.9137573,Medium,6,10
Rush Green & Crowlands Ward,6.8972,Medium,6,10
Seven Sisters Ward,6.8968306,Medium,6,10
Church Street Ward,6.888661,Medium,6,10
South Ruislip Ward,6.883544,Medium,6,10
Goresbrook Ward,6.866326,Medium,6,10
High Street Ward,6.864658,Medium,6,10
West Hill Ward,6.8601484,Medium,6,10
Campden Ward,6.8490148,Medium,6,10
East Ham South Ward,6.841803,Medium,6,10
North Greenford Ward,6.840813,Medium,6,10
Valence Ward,6.838762,Medium,6,10
Munster Ward,6.836729,Medium,6,10
South Woodford Ward,6.7995543,Medium,6,10
Grove Park Ward,6.797138,Medium,6,10
Woolwich Arsenal Ward,6.79374,Medium,6,10
Edgware Ward (E05013545),6.7804275,Medium,6,10
East Sheen Ward,6.7703204,Medium,6,10
Royal Victoria Ward,6.759762,Medium,6,10
Yiewsley Ward,6.754801,Medium,6,10
Plaistow South Ward,6.7421584,Medium,6,10
Petts Wood & Knoll Ward,6.740296,Medium,6,10
Kelsey & Eden Park Ward,6.73181,Medium,6,10
Eastcote Ward,6.7185884,Medium,6,10
Clapham East Ward,6.7162304,Medium,6,10
Maryland Ward,6.7147913,Medium,6,10
Loxford Ward,6.7030816,Medium,6,10
Barnsbury Ward,6.7014604,Medium,6,10
Greenwich Creekside Ward,6.6979704,Medium,6,10
West Drayton Ward,6.693022,Medium,6,10
Arnos Grove Ward,6.6863976,Medium,6,10
Lee Green Ward,6.679909,Medium,6,10
Hounslow West Ward,6.677548,Medium,6,10
Coningham Ward,6.6640816,Medium,6,10
Village Ward (E05014070),6.6588182,Medium,6,10
Colliers Wood Ward,6.644704,Medium,6,10
Ruislip Ward,6.6230106,Medium,6,10
Larkswood Ward,6.607867,Medium,6,10
Hammersmith Broadway Ward,6.5876093,Medium,6,10
Woodside Ward (E05011489),6.57989,Medium,6,10
Hainault Ward,6.567747,Medium,6,10
Bensham Manor Ward,6.5529504,Medium,6,10
Shepherd's Bush Green Ward,6.551221,Medium,6,10
Queen's Park Ward,6.550611,Medium,6,10
Newington Ward,6.537761,Medium,6,10
Vincent Square Ward,6.5361342,Medium,6,10
Bedfont Ward,6.530792,Medium,6,10
Hanwell Broadway Ward,6.5225806,Medium,6,10
Vauxhall Ward,6.5178237,Medium,6,10
Churchfields Ward,6.5015516,Medium,6,10
Cann Hall Ward,6.5014286,Medium,6,10
Yeading Ward,6.495051,Medium,6,10
Highgate Ward (E05013661),6.494169,Medium,6,10
Alperton Ward,6.4883137,Medium,6,10
Southall Green Ward,6.471257,Medium,6,10
Roxeth Ward,6.456244,Medium,6,10
Pembridge Ward,6.441454,Medium,6,10
Pitshanger Ward,6.4411964,Medium,6,10
Peckham Ward,6.4304924,Medium,6,10
Cockfosters Ward,6.421279,Medium,6,10
South Balham Ward,6.413926,Medium,6,10
St. Martin's Ward,6.4077263,Medium,6,10
West Kensington Ward,6.399948,Medium,6,10
Woolwich Common Ward,6.3924327,Medium,6,10
Kingston Town Ward,6.3923388,Medium,6,10
Shadwell Ward,6.3770924,Medium,6,10
Plaistow North Ward,6.3567133,Medium,6,10
Erith Ward,6.3473763,Medium,6,10
Palace & Hurlingham Ward,6.346575,Medium,6,10
North Richmond Ward,6.3372183,Medium,6,10
Fulham Town Ward,6.326182,Medium,6,10
Wembley Hill Ward,6.3138127,Medium,6,10
Parsloes Ward,6.3120236,Medium,6,10
High Barnet Ward,6.304202,Medium,6,10
Squirrels Heath Ward,6.2970033,Medium,6,10
New Cross Gate Ward,6.266682,Medium,6,10
Hounslow Heath Ward,6.246103,Medium,6,10
Fulham Reach Ward,6.236662,Medium,6,10
Ickenham & South Harefield Ward,6.2352023,Medium,6,10
Northfield Ward,6.2304254,Medium,6,10
Syon & Brentford Lock Ward,6.2217135,Medium,6,10
North Hanwell Ward,6.210752,Medium,6,10
Heston Central Ward,6.207242,Medium,6,10
Chiswick Riverside Ward,6.184948,Medium,6,10
Myatt's Fields Ward,6.1847644,Medium,6,10
Higham Hill Ward,6.177389,Medium,6,10
Falconbrook Ward,6.162965,Medium,6,10
Canning Town North Ward,6.159525,Medium,6,10
Cranford Ward,6.147881,Medium,6,10
King's Park Ward,6.1438265,Medium,6,10
Clayhall Ward,6.1425834,Medium,6,10
Cranbrook Ward,6.142268,Medium,6,10
Rainham & Wennington Ward,6.137776,Medium,6,10
Little Ilford Ward,6.1348505,Medium,6,10
Orpington Ward,6.1191163,Medium,6,10
Bickley & Sundridge Ward,6.118346,Medium,6,10
William Morris Ward,6.1042156,Medium,6,10
Holland Ward,6.082245,Medium,6,10
Muswell Hill Ward,6.0554047,Medium,6,10
Walham Green Ward,6.0547476,Medium,6,10
Harrow Weald Ward,6.0398655,Medium,6,10
Stanmore Ward,6.0356197,Medium,6,10
St. George's Ward,6.0138965,Medium,6,10
Chadwell Heath Ward,6.002065,Medium,6,10
Bromley North Ward,5.981866,Medium,6,10
Pinner Ward,5.9807954,Medium,6,10
Hermitage & Gardens Ward,5.949488,Medium,6,10
Hampton Ward,5.9452314,Medium,6,10
Queen's Gate Ward,5.913789,Medium,6,10
Chapel End Ward,5.8998623,Medium,6,10
Woodberry Down Ward,5.873757,Medium,6,10
